TF	Target
MED12	RN7SL566P
GATA1	HOXA11-AS
RUNX2	ZNF787
TFAP4	ISOC1
ARNT	BCL3
SRF	MRPS27
NR2F2	TTC9C
LMNB1	LIN54
SMARCA4	TSR1
TAF1	SIGMAR1
CTCF	ERVK13-1
SMC1A	EVA1B
JMJD6	TAOK3
TEAD4	SMTN
FOXP1	USP19
EZH1	CCT6B
HOXA6	DAND5
E2F7	ATF5
BRD2	IGDCC4
E2F7	ELMO3
CLOCK	MPV17L2
ZNF263	HINT2
TCF3	TRAF5
TCF12	REPIN1
E2F6	DEF6
EGR2	LRRC42
TFDP1	TTC21B
SP1	CFAP58
ERG	LINC00327
ZBTB7B	MIR6784
XBP1	PRSS53
ZBTB7A	SLC30A1
KLF5	ASL
IRF4	TXNDC12
SPI1	HIF1A
ARID3A	LINC00649
CEBPB	TRIO
ATF1	CUL5
CTCF	EIF5
JUN	RGS12
FOXA1	COL9A2
RORA	NAA38
SUMO2	NUBPL
RELA	SNCAIP
HDAC1	TRPM6
ATF2	RRM2B
AR	EIF3I
CEBPB	POLR2H
SMC3	IQSEC1
EGLN2	TJAP1
PBX3	FNIP1
GRHL3	SPON2
TCF7L2	MIR6886
FLI1	CLOCK
ERG	MLXIPL
CTCF	NIPSNAP3A
NR2F2	TOR4A
BRD4	PTOV1-AS1
MAFF	PRKAG1
TCF12	STX10
LMNB1	SP3
ATF2	ADPGK-AS1
KLF5	RNF141
CDK9	CGB7
YY1	OR7E161P
HDAC1	SNORA66
ATF1	ZIC4
TFAP2A	CFAP45
SP3	EAPP
KDM4C	ABHD1
EP300	LRR1
RUNX2	FLJ20021
E2F1	XRN2
KLF9	MTHFD1L
EGR1	NR1H3
SIX5	CASKIN2
CREB1	NCAPG2
GABPA	ARHGEF40
BHLHE40	GPS1
JMJD6	SLC44A3
ETS1	TTC28-AS1
SMC1A	MIR320A
EBF1	TRMT12
BRD4	MRPS21
STAT2	COL18A1
EGR1	TTLL12
EHF	STRN
TFAP4	ZDHHC14
MYOD1	IFT43
MECOM	MIR192
NCOR1	TARBP1
LYL1	PIPOX
CREB1	ATMIN
CREBBP	PDE4B
NRIP1	SLC25A25-AS1
SREBF2	GMFB
POU2F1	RILP
MED12	TRAPPC3
KLF4	WARS2
E2F3	TEN1-CDK3
NKX2-1	BCL2L1
NFYB	MIR6750
FOSL1	XPC
ZNF263	OSR1
TBL1XR1	CNPY2
NR2F2	CASC3
EGLN2	ACAP3
UBTF	PRKRA
CDK9	STPG1
PAX5	KCNK15
ZNF263	EML4
HDAC2	SNORD46
FLI1	CDV3
THAP1	PDPK1
SIN3A	PBXIP1
RELA	ACSS2
PBX3	MSI2
CREB1	NSMAF
GRHL3	TIGD7
KDM4C	ZNF503
PGR	DPP3
CBX8	YTHDF1
NFYB	PAQR4
HDAC1	TRBV15
BRD2	MIR548AY
NFAT5	SLBP
BRD4	OGFRL1
ATF3	ARVCF
SUMO2	CEBPB-AS1
SFMBT1	HRAS
FOXA2	QPCT
TBL1X	FGF18
TBL1XR1	PPARD
TP73	MIR3189
REPIN1	WWC2
POU2F1	ARL17A
GATA4	RNU6-236P
ETS1	PADI1
PHF8	TOMM34
POU2F2	CALR3
CREB1	FGFR4
CBX3	BCRP8
STAG1	CD22
MAX	TCHP
KLF5	KLHDC4
EGR1	MAFG-AS1
BRD4	ELP4
KLF3	KMT2D
POLR2A	PKM
ZNF92	RFX2
CDK9	KTI12
FOXA1	MGST3
CEBPB	CHAC1
RUNX3	SYNGR1
CEBPA	RND1
GATA1	TSC22D2
MYOD1	RGL3
MAX	LIN37
IRF4	MIR6864
CREBBP	HRAS
RUNX1	PIH1D1
HDAC1	NPAS4
ATF3	ENO1-IT1
ZNF263	MIR7108
SMARCA4	ATP6V1E2
GABPA	CEP70
TFAP2C	FKBP8
GATA3	STX16
NFIC	DPY19L1
ETS1	GNPAT
EBF1	CFP
NFYA	PNPLA1
TBL1XR1	CRTC1
BRD4	SCYL3
STAG1	UCKL1
MAZ	COMMD9
SP4	ARHGAP31
CBFB	GIT1
PAX5	ASB16-AS1
IRF4	RPS12P26
FOXP1	CSRP2
TFAP4	ADAMTS2
MAZ	B3GNT8
ATF1	RPA3
LMNB1	RNU6-758P
ESRRA	ARID5B
YY1	KYAT1
TFAP2C	RNU2-31P
TCF21	DNAJB2
LMNB1	QKI
KDM4C	SIRT6
FOXJ2	NFS1
ARNT	ATP1A1
CDK9	TMBIM4
ERG	FGF22
GMEB2	MRPL34
CEBPD	FURIN
MED12	HSPB1P2
MAX	VRK3
TFAP4	CSE1L
TFAP2A	KIF5A
BHLHE40	LINC01413
ATF3	ARHGAP25
ZBTB7A	TMEM247
WDR5	EXOSC4
KDM4C	LRP5L
CTCF	CSF3R
ETV7	MIR3193
UBTF	PTCH2
HOXA1	HINFP
RUNX3	MSH3
KLF5	PLEC
STAG1	HEATR3
MAZ	WNT9A
ERG	ABHD4
EBF1	FAM193B
FLI1	RNU6-882P
HDAC1	LZIC
HCFC1	C12orf57
NOTCH1	PPIL4
BCL6	NR2F6
POU2F1	LIPA
NRF1	TIMM44
MAPK3	PLAU
MITF	SPHK1
E2F2	DDX21
TEAD4	PLK2
MAX	NGDN
MED12	C22orf23
TCF3	CASKIN1
CBX3	NFKBIA
HINFP	DVL1
NRIP1	MIR4658
FOS	ARHGDIA
ZNF263	TM6SF2
RBBP5	RIN1
GABPA	DNAH3
RXRA	FARSA-AS1
KLF9	SWAP70
FOXP1	IQCJ-SCHIP1
CBFB	GNAI2
RBBP5	TBC1D10B
LMO2	INPP5A
FLI1	ZFYVE9
NKX2-1	PRR7
NFE2L2	SOD2
DDX5	TMEM231
FOXM1	UBA5
MAZ	HNRNPA3P16
ATF6	SERP1
NFIL3	PIM1
BRD4	MORN1
YY1	SNORD88B
ATF3	HNRNPR
NRIP1	NPDC1
HDAC2	AP2M1
NKX2-1	IMPDH1P10
HDAC2	TMTC4
BHLHE40	SNORA63
KDM5B	IL11
ATF1	THOC1
HDAC2	PROSER2
LMNB1	WDFY4
SPDEF	UQCC3
NR2F2	POLR2B
KLF4	SLC11A2
KLF4	FAM168B
JUN	GLRX3P2
SAP30	C17orf99
FOXJ2	VAPB
ZEB1	CHRNE
PGR	CREBBP
JUN	IWS1
ATF3	ZNF436-AS1
UBTF	PHF12
CREBBP	MRPL34
HDAC1	TMEM209
FOXP1	PAK4
EGR1	FZD7
CBX8	RAD54L2
ETV1	SNORA37
CTCF	BIN2
FLI1	MIR3166
EP300	MIR4666A
SAP30	NTHL1
POU2F2	RPS6KA3
MEF2C	MIR4505
SIX5	DCAF7
MAZ	PCNT
E2F6	SSBP2
FOXO4	NFE2
KDM5B	WIZ
MZF1	SUMO1P3
TFAP2C	PINLYP
RAD21	SOCS1
BRD4	C3orf18
FOXA2	ATXN2L
RBBP5	PPIL4
ZBTB7B	LRRC57
STAT5B	EPC1
JUND	IL18
SUZ12	SND1
MAZ	RNU6-118P
ZBTB7A	TMEM72-AS1
ELK3	SF3B6
E2F5	CSRNP1
ETS1	GLS
NOTCH1	ARMC12
EBF1	RHBDD1
NR2F1	GBX1
NFIC	COMT
TCF12	BCL9L
PPARG	ITGB3BP
UBTF	COQ9
HCFC1	AIFM3
CDK7	TNK2-AS1
E2F6	DUSP18
SAP30	TECR
HDAC2	ARHGAP17
CEBPB	PTGFRN
KLF4	MAST3
KLF1	LCOR
KDM5B	PLXNB2
BHLHE40	DDX39A
MXI1	HMGA1P8
GABPA	CITED4
EP300	VPS36
POU2F1	PLCB1
WDR5	B4GALT2
VEZF1	UBE2M
CTCF	LHX4-AS1
JUN	MEI1
LMNB1	MPHOSPH10
CEBPB	LINC01160
FOXA1	EHMT1
KLF9	SNORD35A
CREB1	SPESP1
BRD4	RPF2
PAX5	RGS3
SUMO2	RTBDN
SETDB1	GEM
FLI1	MIR4749
MYOD1	B4GALNT4
FLI1	RNU6-563P
GRHL2	HRCT1
KDM4C	TXNP6
CDK7	DHFR
HDAC2	VTA1
TFAP4	N4BP3
BRD4	ARID2
ERG	KNSTRN
ARNT	ITFG2
HOXB13	HOXA5
CTCF	EGLN3
FOXA1	TRAPPC2B
GATA1	DDX47
NOTCH1	RN7SL749P
MAZ	ALDOA
POU3F1	LRCH4
MAFK	EMP1
EGR1	SEMA4A
TFAP4	EIF1P5
CEBPB	RNU6-938P
CTCF	EMG1
USF1	DHDH
GTF3C2	PTP4A2
NOTCH1	MYL4
KLF1	DNM1L
BRD2	LGI3
EBF1	MIR6773
RUNX1T1	ARPC1A
FOXJ2	EID2B
ZNF384	LGALS4
RNF2	MIR6808
KLF1	LINC00899
RYBP	RPS15
BHLHE40	TBC1D17
ELF1	ORAI3
PHF8	CRTC1
STAT3	FAAH
E2F6	RNU1-75P
FLI1	TAF3
ZNF263	SSR1
MED12	ZFAND5
TCF12	RIPK1
GATA3	STXBP2
MAFF	KLF6
CEBPA	YME1L1
CBFB	NPRL2
FLI1	ARFGAP3
FOSL1	PIANP
JUND	GTF2H1
HDAC2	WDR38
FOXA1	SFXN5
MYB	CGN
MAZ	EFCAB9
HDAC2	RPL27A
EZH1	CELF1
ETS1	HNRNPD
FOSL1	COX6A1P2
CREB1	MND1
BCL3	FAM187A
EBF1	RNA5SP97
CIITA	KTI12
ZNF143	AFMID
MECOM	GNPNAT1
CTBP2	ADAM15
GATA1	FJX1
USF1	ADCK5
FOXP1	ARL4C
IRF1	SERBP1
TAF1	NUP98
SP1	TMEM95
ESR1	MXD1
PHF8	MRPL12
CEBPD	TRAF3IP2
TCF4	VIM
NR2F2	STAT2
SMC3	MSH5-SAPCD1
MAZ	IFT80
NR2F2	ADIPOR1
MYB	MB
EBF1	TRBV7-3
FOXA1	PRKDC
KLF4	KCNQ4
GATA2	UBA3
NOTCH1	CEP57L1
PGR	MAP4K1
LMNB1	SNHG19
BRD4	OSGIN2
BCOR	PCAT6
OTX2	EIF4A2
DUX4	BCOR
KLF5	CIDEC
E2F6	LMLN
GTF2B	TAF9
YY1	TRIL
SPI1	PKMP1
PAX5	QKI
ARNT	PKM
JUN	TATDN1
CDK9	MIR6732
BCL11A	SORBS3
SPI1	RIPK2
GABPA	SNRPA1
RUNX3	PA2G4
FOXA1	HMGCS2
ARID3A	SIRT7
WDR5	CYP11A1
TCF21	TEN1-CDK3
MYH11	NDUFAF7
SPI1	CUTA
IRF1	STARD7
EP300	SYNGAP1
PHF8	NRSN2
MBD3	ARHGAP23
BCOR	SRSF1
E2F6	FZD4
RAD21	HSD17B14
SMARCA4	RAB3A
MED12	RNU6ATAC18P
PGR	MIR5581
NFYA	RRP8
RBBP5	AGBL5
NFIC	RECQL5
ETS1	TNK2
USF1	RHCG
NOTCH1	VPS25
JUN	EGFLAM
GRHL3	GPR35
MED12	MIR548AC
CEBPB	KIAA2013
CTCFL	NOL7
SMC1A	MIR6855
RYBP	MATN1
SUMO2	TRIP10
KAT5	ATN1
GATA2	SNORD14E
ZNF263	AMDHD2
DDX5	NFKB2
KDM4C	MIR3917
BHLHE40	ZPR1
EGR1	MIR612
FOXA2	CSTB
TCF3	RANGRF
SP4	HRC
NFATC1	ROCR
MAX	ZDHHC12
TFAP2C	CTDSP2
TAL1	MIR3621
CREB3	CPT1B
NR2F2	MIR6808
ZNF143	SBSN
ATF7IP	PPP2CB
RYBP	UBA1
BRD4	DAGLB
TBP	ACY3
CTCFL	IGF1R
EP300	KRT17
CEBPA	RRBP1
TCF21	CCL11
SPI1	PTPRJ-AS1
KDM5B	VPS11
CTCFL	TRMT61A
E2F7	KHSRP
CEBPB	RNU6-1083P
SPI1	FUNDC2
SMC3	TMEM222
GABPA	PIP4K2A
CBX8	LINC01558
EGR1	MIR194-2
CTCF	ATL3
NPAS2	BHLHE40
BACH2	GPNMB
KLF4	P2RY2
EWSR1	ESAM
CBFB	TMEM235
MED12	KTI12
ATF1	NDUFV1
EZH1	CCNE2
CBX8	WDR62
ATF3	GMNC
E2F2	SLC6A2
VDR	SMAD7
BRCA1	RNF24
GATA1	RNU6-1198P
ASCL1	RINL
RNF2	TIMM10
FLI1	MON2
TAF3	SMG1
FOXA1	PDIA3
SPI1	KIF2C
VEZF1	NDUFB10
MXI1	CNPPD1
WDR5	AIP
NR2F2	REEP6
NFE2	CCND3
GRHL2	SLC16A5
EP300	CALY
KLF5	RN7SL657P
ERG	STX16-NPEPL1
JUND	DDX31
PBX3	TPD52L2
FOXA2	GALC
NR2F2	RSPH9
FOXA2	STK24-AS1
CTCF	SEC62
BACH1	TRIM54
AHR	TTC39A
ETS2	ESRP2
CDK9	GEMIN4
BRD2	RN7SL502P
SP4	PGAP2
RUNX3	ABHD16A
GABPA	NRDE2
FOXO3B	HOXB1
STAG1	NCKIPSD
SPI1	ADGRL1-AS1
E2F4	BOK
ZEB1	TRIM54
BCOR	FUNDC2P4
PHF8	ATP6V1G1
NFYA	USP7
MECOM	DDX39A
HDAC2	PODXL
GATA1	RPL15P20
FOXP1	TMEM256-PLSCR3
CBX8	VDR
HDAC2	COL21A1
ATF3	SNORD54
MAZ	MTND3P10
MAF	TRAF4
STAG1	INTS8
FOS	UBXN4
FLI1	PRR29
ZNF263	MIR6868
MYH11	PANK2
KDM4C	RN7SL165P
CEBPD	GAS2
BRD4	MIR4740
WDR5	MIR3944
SPIB	SLC38A3
RUNX2	IRF2BP2
HDAC1	RNA5SP184
MYH11	KDM1A
KLF9	DUSP6
IRF1	VCAN
HNF4A	ZNF230-DT
CBFB	AZIN2
PPARG	KANK1
NR2F2	ZNF827
NFIC	CSF1
SRF	EFHD1
JUND	ITGAL
CEBPB	TEX10
FOXA2	SPTLC2
MYC	E2F5-DT
MED12	RPS12P26
KLF5	CFAP69
BRD4	SMG1P5
E2F6	LIMA1
KLF9	CDK3
ATF3	OSBPL8
NOTCH1	RPS4XP7
MAZ	CPNE3
E2F6	KCTD2
PBX1	MRPL55
CREBBP	MACF1
GATA1	KLC1
EP300	PPT2
DDX5	TMUB1
ZNF384	PSORS1C3
BRD2	PTTG3P
GATA1	DCUN1D3
ETS1	LAMC2
MED12	SCAMP3
LMNB1	PPT2-EGFL8
HDAC2	PIGL
NFIL3	LINC01626
BRD4	MAPK6
MYH11	PRR14
GTF2B	RFT1
FOXA2	SLC25A11
CBX3	KLF9
E2F6	ELFN1
GATA4	POLR3B
FOSL1	RN7SL738P
FOSL2	MNAT1
SUMO2/SUMO3	CDKN1A
RUNX2	SKI
ETS1	BOLA1
NRIP1	RALY
EGR2	MAP2K2
HDAC1	CALM1
SMARCC1	SEMA4D
CREB1	PPP1R12A
ZBTB7A	PRR15L
HDAC1	PHF19
ETS1	ZNF24
POLR2A	CYB5R3
E2F6	C16orf86
SMARCC2	STAT6
NOTCH1	RARRES2
USF1	MIR210HG
GATA4	HOPX
CDK9	AMDHD2
RNF2	FOXJ1
SP1	C5AR1
HEY1	MIR6786
GABPA	POU5F1P6
BHLHE40	CNN1
ZNF263	RHOT1
MYB	TMEM203
SUMO2	PRKACA
MAZ	DNMT1
IRF4	C1QTNF6
E2F6	TBX4
AR	AKAP7
HDAC1	OXNAD1
E2F4	LCNL1
ESRRA	ATP6V1G2
FOXA2	COG6
TFAP2C	HYAL2
CDK9	PKD2L2
KLF4	CNTLN
AR	RPS15AP24
MAZ	TTC21B
TAF1	SNORA11
EP300	PDIA6
EWSR1	TNFRSF6B
IRF1	UTP3
IRF1	ATP11A
FLI1	RN7SL862P
ARID3A	NUDT18
LYL1	ATG16L2
BRD4	ARMC1
FLI1	HIGD2A
JUN	ZNF432
EGR1	IFNAR2
CREB1	ZCCHC10
HCFC1	WAS
POU2F1	JAK3
SMC3	SCARNA11
CEBPA	MIR323A
FOSL1	SCN2A
BHLHE40	SDC4
USF1	FBXO46
CTCF	ZNRF2
KLF4	TBL3
RB1	PRRT1
HDAC1	SPPL2B
FLI1	VTRNA1-2
CEBPB	HSH2D
SP1	ANAPC2
HNF4A	PABPC1L2B
SUMO2/SUMO3	SNORD52
ATF1	MYL6B
EBF1	DCAF15
E2F7	CIMAP1B
TFAP2C	BRCA1
TP53	KCNJ3
TAF3	PSENEN
ETS1	SHROOM1
SMARCA4	KCNK6
REPIN1	FRMD4B
KLF1	PSCA
FOXH1	DNAJB6
POU2F2	PCDHGA3
CREB1	BCR
ZNF148	ODC1
MYOD1	RNU4-90P
IRF4	ETV3L
HCFC1	RNU5D-1
GTF2B	PLK3
RCOR1	KCTD13
NFIC	APEH
E2F1	ZDHHC16
ATF3	ABHD17A
SPI1	RNU6-776P
FOXP1	ATF5
BRD4	PGC
CBX8	EMC9
TEAD4	CD82
MYC	KLHL8
NFE2	DNAJC17
GABPA	ARL14EP
STAT5A	AREG
NFYA	ARHGAP4
ATF3	SNHG17
MYBL2	DPY30
KLF1	TRAF3IP2-AS1
GTF2B	ERMARD
THAP1	GDF15
EWSR1	RASA3
E2F6	APOA1-AS
SIX5	VKORC1
E2F1	RPS7P3
KDM4C	USE1
KLF9	TULP1
ARNT	PRTN3
CLOCK	NELFE
NFIC	RN7SL165P
MEF2A	TMED2-DT
RUNX3	RNU6-835P
MED12	LMNB2
KLF1	AGO1
TFAP2C	VPS54
RNF2	CDCA7L
PRAME	TBC1D22A
MAX	FMNL1-DT
CDK9	SPG11
SUMO2	OVCA2
KLF4	PRMT1
ETS1	ARHGAP31
HNF4G	RN7SL393P
SETDB1	DOCK6
CEBPA	RTCA-AS1
MAZ	TEX264
MAX	BNIP5
RBBP5	FOXRED2
NOTCH1	RFT1
BACH2	ARHGAP31
POU2F2	OTUD5
DDIT3	SLC6A2
MYH11	FCHO1
KLF1	LRRC47
CTCF	LTBP3
HDAC1	RSPH1
GATA1	GABPA
CTCF	INKA2
TFAP4	HES5
KLF5	APLF
ZNF263	CHCHD4P3
ARNT	MIR27B
WDR5	FZR1
SPI1	GNPAT
STAT5B	UBC
TFAP2C	LRRC27
NR2F2	TUBA3FP
AR	RN7SKP127
LMNB1	MDGA1
CREB1	TUSC2
HDAC2	MIR139
GTF2B	BABAM1
CTCF	A2ML1-AS2
MYOD1	OLFML2B
MYB	GLIPR2
BRD3	HDAC1
FOXA1	ANKMY2
GATA4	S100A10
EGR1	CCNT1
DDX5	LRRC37A14P
CBX8	SIX5
HNF1A	RASSF7
GRHL3	RIN1
EP300	ZBTB25
KLF1	PPP2R2C
ATF3	ZNF428
MYH11	KCNE3
OTX2	PRAMENP
FOXA2	TMEM143
EP300	MPP2
ELF1	LGALS2
TBL1X	CMPK2
GRHL2	WDR46
RNF2	VAMP1
SUMO2/SUMO3	UBE2G1
TFAP2A	NFKBIE
SMC1A	SLC7A15P
TBP	SMYD1
E2F8	LRIG2
TFDP1	VPS11
NR2F2	MIR6737
ESR1	NDUFS6
FOXP1	ITPR1
GRHL2	LASP1
MYH11	FBXO2
TBP	HNRNPMP2
MAX	RASAL2
MAPK8	NOS2
LMNB1	STX6
BRD4	PAMR1
KLF1	KIF22
CREB1	PCED1A
ZEB1	YPEL4
IRF1	U2SURP
MAZ	RPL26L1
IRF1	GPN2
FOXA1	CPEB2
AHR	ZSWIM6
BCOR	UBE2V1
TCF3	ANKRD19P
SMAD4	AKR1B1
NFYB	ABLIM2
EGLN2	LZTS2
RUNX1T1	MIR6747
EP300	LINGO2
KLF1	YBEY
SP1	GALNT4
NFIC	MCF2L2
USF1	SNORA3A
RFX5	NR1I3
ATF2	OSBPL9
ETS2	ATRIP
TFAP4	THRA
CEBPB	NUDT5
TAF3	CNBP
EBF1	MRPL20
LMNB1	TSHZ3
CDK9	GEN1
RNF2	NXPH4
MYH11	FCGBP
MAX	HMGB3P22
E2F1	MIR6824
TP53	PAK3
EZH1	C3orf38
NFIC	AGAP1
PHF8	PODXL2
STAT2	SLC29A1
POU3F2	LINC00473
MYOD1	ANKRD13A
BMI1	COX7A1
GATA3	MGP
HDAC2	IK
NFYB	DMWD
MAZ	MECR
SMC1A	MIR2276
KLF1	SEMA4C
ZBTB7A	TGOLN2
E2F1	PLCB3
MYH11	ANPEP
CDK9	PLA2G4C
EP300	QRSL1P1
NFYA	RPL7P41
PGR	MAP3K2
BRD2	FRMD6-AS1
NFE2	KCNN4
ETS1	MANSC1
BRD4	RBMS1
ETS1	FBXO17
KLF4	CDC14B
GATA3	TFDP2
TBL1X	ORAI3
ZEB1	ECE1
RAD21	PPIL1
MAZ	PDCD2
HIF1A	BHLHE40-AS1
KDM5B	TEX35
CTCF	CXCR1
CREB1	SLC22A23
SREBF2	AP2A1
SMARCB1	DSTN
ALX1	ETV1
BRD2	DNAJC16
GRHL2	MORC3
CDK9	SLC40A1
FOXA2	FLNB
EZH1	SETD9
KLF1	DPY19L3
FOXP1	SREK1
MEF2A	TIPARP
PBX1	MMEL1
JUN	ANKRD46
TCF12	LINC00311
HDAC1	DNTTIP2
GATA1	RPL36AL
KDM4C	BACE1
ETV5	TGFBR2
FOSL2	CELA3A
IRF1	DDX50
BRD4	TRNT1
CEBPB	SPTLC1P1
NFIC	CALM2
ASCL1	TXNRD2
BRD2	HNRNPU
AR	AADAT
ESR1	MAL
KDM5B	RANBP10
ZBTB7A	TBC1D16
LMNB1	CCDC74A
BACH2	ZNF205-AS1
CEBPZ	TRIP10
ATF3	CDK8
BRD4	TUSC3
HDAC2	RN7SL541P
E2F6	PHLDA2
E2F6	SYPL1
HDAC2	CTSZ
SPI1	LYPD3
KDM4A	URGCP
DDX5	ZDHHC24
TCF3	DNAJB2
DDX5	ITPK1
RBPJ	ZNF611
HDAC2	EIF5AP2
TCF3	MEIG1
STAT1	FMN1
POU2F1	GLTPD2
JUND	RPPH1
ERG	NT5DC1
ZNF384	IL32
STAG1	CATSPER1
GTF2I	LBX2-AS1
CBX3	RPL28
CTCF	KDM8
HDAC1	GOLGA2
MXI1	ZBTB38
UBTF	PLEKHJ1
JUN	SSR3
ATF3	NAT14
ZNF263	GAPT
RUNX3	TMEM205
MYH11	RNF157
RYBP	C1RL
TFAP2C	SLC26A2
BRD2	DUS4L
JUN	ERAP1
SUMO2/SUMO3	PACSIN1
SMC1A	DYNLT1
DUX4	CHERP
JUN	TP53BP2
ERG	TSPAN15
UBTF	NAALADL1
SUMO2	S100P
SMAD3	FAM83G
PBX1	CYB5R3
DDX5	CEP170B
ZNF384	C9
EBF1	ASAP1
USF1	RHOT2
HNF4A	ZNF775
MED12	HDHD3
FOXP1	EDC3
IRF1	DGAT1
BRD4	FABP5
GNAI2	IL12B
FOS	PTMA
AR	SEMA6A-AS1
CREB1	PIM2
CBX8	SNORD10
MXI1	NRSN2
MEF2A	MBNL1-AS1
LHX3	MIR4307HG
ELK4	PTGES2
REST	SNORD56
SUMO2	LMF1
ARNT	SLC8A2
ZNF263	MRPL10
NKX2-1	ARHGEF2
IRF7	DLX1
E2F4	XKR7
CBFB	SNX25P1
POU5F1	LINC02720
MAZ	RN7SL44P
RAD21	ACOT11
MED12	SNORD54
FOXA2	RPS14
NIPBL	MIR3175
POU3F2	RIMS2
RYBP	LINC00482
NFYA	ANKRA2
BRD4	POGZ
MAZ	HYI
CTCFL	MIR1237
E2F6	C17orf75
ARNT	MAP2K1
MYC	MME
MXI1::CLEC5A	HSPBAP1
CREB1	RPF1
GATA1	RNU6-808P
AHR	GVQW3
CBX8	GTF3A
TFAP4	PPP1R35
KDM4A	RAB3B
FLI1	SNRPGP11
TFAP2C	CD3E
FOXO3B	MIR1305
ZC3H8	ITGA7
CUX1	SZT2-AS1
SP4	PARP16
ATM	FOXM1
CDK8	TAPBPL
FOXP1	SLC35B2
ELK4	URGCP-MRPS24
BRCA1	GMCL1
SIN3A	RECQL5
JUND	MIR1179
FOXP1	EPOR
FOSL2	CD9
FLI1	MAGI1
SMC3	EVPL
EZH1	BIRC5
E2F6	SNHG12
CDK9	EIF4EBP1
MAZ	MRPL40
CTCF	LRRK2
KLF9	PIAS1
MAZ	MIR3202-1
RUNX1T1	RNU6-376P
JUND	RPL36AP48
SRC	BLVRA
PRAME	STRIP1
GATA1	RASAL3
CEBPB	IFNLR1
CBFB	PLEKHG6
KLF1	SEC14L2
HDAC1	MON1A
NFE2	DPPA5P4
BMI1	ARPC5L
ZNF384	SNORA57
JUN	TTN-AS1
TBP	LAG3
MAZ	MIR3128
MAX	MIR4658
SPI1	PPP2R3B
ATF2	DDX17
KLF1	CSK
JUN	RPS3AP2
BRD2	MIR658
GRHL2	STYK1
SMC1A	LAMA2
RXRA	TMEM8B
YY1	ZFAS1
GRHL2	TPRKB
CLOCK	CEP63
BRD2	PLK5
VEZF1	CEP85
EGR1	ZFP69
NR2F2	CTTN
HOXA9	LACRT
EP300	TTK
ZNF263	ZBTB25
WDR5	PDHB
CDK9	DDX5
KLF4	RHPN2
PAX2	C1orf35
CEBPA	GPBP1L1
GABPA	ZNF331
ARID3A	GSTO1
WDR5	TNP2
ATF3	EDF1
ZNF384	MIR589
MAZ	RN7SL638P
RUNX3	KIAA1217
SMC1A	IMMP1LP1
GRHL2	RGS20
TCF3	MIR6822
SPI1	PSMD10P1
GABPA	SATB2
KLF9	APOLD1
ETS1	TTC8
STAG1	DLL4
ATF3	SEH1L
CDK9	CHST14
GABPA	GBF1
BRCA1	DNA2
TBP	OLIG3
MECOM	ITPKC
GABPA	RNVU1-7
POU3F2	SYNPR
ATF3	RNU6-470P
PBX1	GRPEL2
ELF1	HINFP
BRD4	SMCR5
ATF1	ADO
HOXA1	C6orf52
KDM5B	RNU6-1154P
PHF8	LSM2
STAG1	TBCC
SREBF2	ZSWIM2
ATF3	KAT2A
SMC3	DLGAP4-AS1
NKX2-1	RN7SKP106
SAP30	SLC1A5
GATA1	TUBB2BP1
EBF1	PDE6B
CREB1	MIR548AL
NFIC	IWS1
MYB	PFDN1
LMNB1	ITPRIP
GATA3	SGMS1-AS1
MAZ	YJEFN3
SMC1A	MDS2
STAG1	USP19
ASCL1	RHBDD2
RAD21	SMARCB1
ZFX	PER2
EGR2	PRKAR2B
SIN3A	TRNAU1AP
FOXP1	LINC00475
IRF4	FOXP1
SMC1A	MIR4671
MED12	LENG1
NR2C2	C1orf105
CREB1	NET1
GABPA	TMBIM1
THAP1	DOCK6
TCF3	BCL2
CDK8	TRIOBP
MECOM	PA2G4P4
SRF	UBE2L6
TFAP2C	TRIM52
MAZ	TTC39C
MYB	LIMK2
HDAC2	TNFRSF10C
GTF2B	ZNF557
ELF1	SLC25A10
SP1	TRAPPC2L
GATA1	TMEM161B
RFX3	TPP1
MXI1::CLEC5A	EEF1AKMT3
ATF2	SCG3
TFAP2C	PGLYRP1
KLF4	SNORA74A
HDAC1	AIFM3
RXRG	DEXI
MXI1	CEP55
FOXA2	MIR106B
RELA	YY1
NOTCH1	TIMM44
LMNB1	VPS9D1-AS1
GATA3	PRICKLE2
KLF9	SND1
CEBPA	TBPL1
BHLHE40	PFDN6
BCOR	ZNF354A
ZNF92	PDLIM7
JUN	DDIAS
STAG1	FOXN3
KDM5B	RN7SL211P
CLOCK	HLA-DMA
FLI1	HSPA8P18
TCF12	SACS-AS1
NKX2-1	KRR1
SMARCB1	ALG1
ATF6	LARP7
JUND	PYGB
RUNX3	RNY4P37
TBP	DPPA5P4
ZEB1	BCRP8
NR2F2	NEDD4L
E2F7	C2CD3
BRD2	EVI5L
HNF4G	HMGB3P22
MAZ	FOXL2
ZNF263	CEND1
UBTF	RNU6-1238P
TBP	LINC01483
FOXA1	RN7SKP190
ATF5	DAB1
NFYB	SLC25A25
ASCL1	TFAP4
GATA1	ZNF800
WDR5	ZNF653
ATF3	AIG1
GTF3C2	MRPL40
ZNF263	RNU6-927P
ATF2	CD101
TP53	FOXD1
KDM4A	ANKRD23
XBP1	LRRC59
NR2F2	BBIP1
ELF1	ARIH2
MYH11	VPS16
BRD4	RN7SKP180
STAG1	ZBTB46
FOXA1	PDIK1L
SPI1	NEURL1
